,location,type,subtype,price,room_number,area,kitchen_equipped,furnished,fireplace,terrace,terrace_area,garden,garden_area,land_surface,facade_count,swimming_pool,building_condition,Commune,Sous_Commune,Commune_Principale,Province,Region,median_terrace_area,median_garden_area,median_facade,type_num,APARTMENT,BUNGALOW,CASTLE,CHALET,COUNTRY_COTTAGE,DUPLEX,EXCEPTIONAL_PROPERTY,FARMHOUSE,FLAT_STUDIO,GROUND_FLOOR,HOUSE,KOT,LOFT,MANOR_HOUSE,MANSION,OTHER_PROPERTY,PENTHOUSE,SERVICE_FLAT,TOWN_HOUSE,TRIPLEX,VILLA,AS_NEW,GOOD,JUST_RENOVATED,TO_BE_DONE_UP,TO_RENOVATE,TO_RESTORE,BRUXELLES,VLAANDEREN,WALLONIE,ANVERS,BRABANT FLAMAND,BRABANT WALLON,BRUXELLES,FLANDRE-OCCIDENTALE,FLANDRE-ORIENTALE,HAINAUT,LIEGE,LIMBOURG,LUXEMBOURG,NAMUR
1106,1150,HOUSE,HOUSE,775000.0,3,145.0,1,0,0,1,,1,140.0,297.0,3.0,0,JUST_RENOVATED,Woluwe-Saint-Pierre,Non,WOLUWE-SAINT-PIERRE,BRUXELLES,BRUXELLES,16.0,16.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1107,1140,APARTMENT,APARTMENT,390000.0,3,123.0,0,0,0,1,13.0,0,,,,0,AS_NEW,Evere,Non,EVERE,BRUXELLES,BRUXELLES,13.0,13.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1108,2000,APARTMENT,APARTMENT,515000.0,2,98.0,0,0,0,1,12.0,0,,,,0,AS_NEW,Antwerpen,Non,ANTWERPEN,ANVERS,VLAANDEREN,12.0,12.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1109,4430,HOUSE,HOUSE,175000.0,2,84.0,0,0,0,1,11.0,1,90.0,178.0,4.0,0,TO_RENOVATE,Ans,Non,ANS,LIEGE,WALLONIE,11.0,11.0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1110,1050,APARTMENT,APARTMENT,365000.0,2,90.0,1,0,0,1,7.0,0,,,2.0,0,AS_NEW,Ixelles,Non,IXELLES,BRUXELLES,BRUXELLES,7.0,7.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1111,1170,HOUSE,HOUSE,1290000.0,5,445.0,0,0,0,1,,0,,463.0,2.0,0,TO_RENOVATE,Watermael-Boitsfort,Non,WATERMAEL-BOITSFORT,BRUXELLES,BRUXELLES,16.0,16.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1112,9260,APARTMENT,GROUND_FLOOR,163000.0,1,65.0,1,0,0,1,25.0,0,,,3.0,0,AS_NEW,Wichelen,Non,WICHELEN,FLANDRE-ORIENTALE,VLAANDEREN,25.0,25.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1113,1040,APARTMENT,APARTMENT,325000.0,2,75.0,1,0,0,0,,0,,,2.0,0,GOOD,Etterbeek,Non,ETTERBEEK,BRUXELLES,BRUXELLES,16.0,16.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1114,2000,APARTMENT,APARTMENT,1350000.0,2,240.0,0,0,1,0,,0,,,,0,AS_NEW,Antwerpen,Non,ANTWERPEN,ANVERS,VLAANDEREN,16.0,16.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1115,4430,APARTMENT,APARTMENT,211000.0,2,119.0,1,0,0,1,13.0,0,,,,0,,Ans,Non,ANS,LIEGE,WALLONIE,13.0,13.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1116,7090,APARTMENT,APARTMENT,188000.0,1,85.0,1,0,0,1,9.0,0,,,3.0,0,AS_NEW,Braine-Le-Comte,Non,BRAINE-LE-COMTE,HAINAUT,WALLONIE,9.0,9.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1117,1800,APARTMENT,DUPLEX,294500.0,3,123.0,1,0,0,1,3.0,1,13.0,,2.0,0,GOOD,Vilvoorde,Non,VILVOORDE,BRABANT FLAMAND,VLAANDEREN,3.0,3.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1118,9111,HOUSE,HOUSE,240000.0,2,140.0,1,0,0,1,16.0,1,40.0,136.0,2.0,0,JUST_RENOVATED,Belsele,Oui,SINT-NIKLAAS,FLANDRE-ORIENTALE,VLAANDEREN,16.0,16.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1119,8560,HOUSE,HOUSE,178000.0,2,127.0,1,0,0,1,,0,,312.0,,0,GOOD,Wevelgem,Non,WEVELGEM,FLANDRE-OCCIDENTALE,VLAANDEREN,16.0,16.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1120,4100,APARTMENT,APARTMENT,249000.0,1,79.0,1,0,0,1,17.0,0,,,4.0,0,,Seraing,Non,SERAING,LIEGE,WALLONIE,17.0,17.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1121,1000,HOUSE,HOUSE,385000.0,5,187.0,1,0,0,0,,0,,42.0,2.0,0,GOOD,Bruxelles,Non,BRUXELLES,BRUXELLES,BRUXELLES,16.0,16.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1122,2250,HOUSE,HOUSE,334000.0,3,201.0,1,0,0,1,14.0,1,,378.0,,0,,Olen,Non,OLEN,ANVERS,VLAANDEREN,14.0,200.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1123,8790,APARTMENT,APARTMENT,233500.0,2,86.0,1,0,0,0,,1,,,2.0,0,GOOD,Waregem,Non,WAREGEM,FLANDRE-OCCIDENTALE,VLAANDEREN,16.0,200.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1124,5650,HOUSE,HOUSE,165000.0,2,101.0,1,0,0,1,,1,914.0,974.0,4.0,0,GOOD,Walcourt,Non,WALCOURT,NAMUR,WALLONIE,16.0,16.0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1125,4570,HOUSE,HOUSE,389000.0,5,220.0,1,0,0,1,21.0,1,700.0,1000.0,4.0,0,GOOD,Marchin,Non,MARCHIN,LIEGE,WALLONIE,21.0,21.0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1126,3000,APARTMENT,DUPLEX,199500.0,1,55.0,0,0,0,0,,0,,,2.0,0,JUST_RENOVATED,Leuven,Non,LEUVEN,BRABANT FLAMAND,VLAANDEREN,16.0,16.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1127,8430,APARTMENT,APARTMENT,229000.0,1,57.0,1,0,0,1,,0,,,,0,AS_NEW,Middelkerke,Non,MIDDELKERKE,FLANDRE-OCCIDENTALE,VLAANDEREN,16.0,16.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1128,4500,HOUSE,HOUSE,319000.0,5,260.0,1,0,0,0,,1,420.0,843.0,,0,TO_BE_DONE_UP,Huy,Non,HUY,LIEGE,WALLONIE,16.0,16.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1129,1170,HOUSE,HOUSE,615000.0,4,165.0,1,0,0,1,12.0,1,21.0,115.0,2.0,0,,Watermael-Boitsfort,Non,WATERMAEL-BOITSFORT,BRUXELLES,BRUXELLES,12.0,12.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1130,1180,APARTMENT,APARTMENT,259000.0,2,75.0,1,0,0,1,4.0,0,,,3.0,0,GOOD,Uccle,Non,UCCLE,BRUXELLES,BRUXELLES,4.0,4.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1131,2060,HOUSE,EXCEPTIONAL_PROPERTY,1190000.0,7,840.0,1,1,0,1,86.0,1,26.0,117.0,2.0,0,JUST_RENOVATED,Antwerpen,Non,ANTWERPEN,ANVERS,VLAANDEREN,86.0,86.0,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1132,1701,HOUSE,VILLA,549000.0,3,208.0,1,0,0,0,,1,,1696.0,,0,AS_NEW,Itterbeek,Oui,DILBEEK,BRABANT FLAMAND,VLAANDEREN,16.0,200.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1133,7750,HOUSE,HOUSE,265000.0,3,200.0,1,0,0,1,,0,,145.0,2.0,0,JUST_RENOVATED,Amougies,Oui,MONT-DE-L'ENCLUS,HAINAUT,WALLONIE,16.0,16.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1134,6200,HOUSE,HOUSE,125000.0,2,70.0,1,0,0,1,20.0,1,,280.0,2.0,0,GOOD,Châtelet,Non,CHÂTELET,HAINAUT,WALLONIE,20.0,200.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1135,4500,HOUSE,OTHER_PROPERTY,230000.0,3,166.0,0,0,0,1,,1,200.0,0.0,3.0,0,AS_NEW,Huy,Non,HUY,LIEGE,WALLONIE,16.0,16.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1136,6110,HOUSE,VILLA,595000.0,5,325.0,1,0,0,1,30.0,1,900.0,1616.0,4.0,0,,Montigny-Le-Tilleul,Non,MONTIGNY-LE-TILLEUL,HAINAUT,WALLONIE,30.0,30.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1137,3580,APARTMENT,APARTMENT,175000.0,2,124.0,1,0,0,0,,0,,,,0,,Beringen,Non,BERINGEN,LIMBOURG,VLAANDEREN,16.0,16.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1138,7382,APARTMENT,APARTMENT,200000.0,1,70.0,1,0,0,1,13.0,1,,,,0,AS_NEW,Audregnies,Oui,QUIÉVRAIN,HAINAUT,WALLONIE,13.0,200.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1139,8500,APARTMENT,APARTMENT,324860.0,2,91.0,1,0,0,1,28.0,0,,,2.0,0,,Kortrijk,Non,KORTRIJK,FLANDRE-OCCIDENTALE,VLAANDEREN,28.0,28.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1140,1000,HOUSE,HOUSE,1250000.0,6,460.0,1,1,0,0,,0,,294.0,,0,GOOD,Bruxelles,Non,BRUXELLES,BRUXELLES,BRUXELLES,16.0,16.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1141,8434,APARTMENT,GROUND_FLOOR,247000.0,3,110.0,1,1,0,0,,0,,,2.0,0,GOOD,Lombardsijde,Oui,MIDDELKERKE,FLANDRE-OCCIDENTALE,VLAANDEREN,16.0,16.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1142,6560,HOUSE,HOUSE,220000.0,4,250.0,0,0,0,0,,0,,2500.0,4.0,0,TO_RENOVATE,Erquelinnes,Non,ERQUELINNES,HAINAUT,WALLONIE,16.0,16.0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1143,3300,APARTMENT,APARTMENT,239000.0,2,97.0,1,0,0,1,5.0,0,,,2.0,0,JUST_RENOVATED,Tienen,Non,TIENEN,BRABANT FLAMAND,VLAANDEREN,5.0,5.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1144,8210,HOUSE,HOUSE,650000.0,3,240.0,1,0,0,0,,0,,1029.0,,0,,Zedelgem,Non,ZEDELGEM,FLANDRE-OCCIDENTALE,VLAANDEREN,16.0,16.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1145,1495,HOUSE,HOUSE,325000.0,4,138.0,0,0,0,1,17.0,1,600.0,797.0,4.0,0,GOOD,Villers-La-Ville,Non,VILLERS-LA-VILLE,BRABANT WALLON,WALLONIE,17.0,17.0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1146,6180,HOUSE,HOUSE,159000.0,3,151.0,1,0,0,1,,0,,130.0,2.0,0,AS_NEW,Courcelles,Non,COURCELLES,HAINAUT,WALLONIE,16.0,16.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1147,6001,APARTMENT,APARTMENT,95000.0,3,110.0,0,0,0,1,12.0,0,,,2.0,0,,Marcinelle,Oui,CHARLEROI,HAINAUT,WALLONIE,12.0,12.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1148,9300,HOUSE,HOUSE,289000.0,4,170.0,1,0,0,0,,1,,108.0,,0,,Aalst,Non,AALST,FLANDRE-ORIENTALE,VLAANDEREN,16.0,200.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1149,8820,APARTMENT,APARTMENT,103000.0,1,50.0,1,0,0,0,,1,,,,0,AS_NEW,Torhout,Non,TORHOUT,FLANDRE-OCCIDENTALE,VLAANDEREN,16.0,200.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1150,1040,APARTMENT,APARTMENT,665000.0,3,175.0,0,0,0,1,8.0,0,,,2.0,0,,Etterbeek,Non,ETTERBEEK,BRUXELLES,BRUXELLES,8.0,8.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1151,9900,HOUSE,HOUSE,279000.0,3,170.0,1,0,1,0,,1,290.0,439.0,3.0,0,GOOD,Eeklo,Non,EEKLO,FLANDRE-ORIENTALE,VLAANDEREN,16.0,16.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1152,8300,APARTMENT,APARTMENT,425000.0,2,77.0,0,0,0,0,,0,,,,0,GOOD,Knokke,Oui,KNOKKE-HEIST,FLANDRE-OCCIDENTALE,VLAANDEREN,16.0,16.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1153,6820,APARTMENT,DUPLEX,299000.0,2,91.0,0,0,0,1,31.0,0,,,3.0,0,,Florenville,Non,FLORENVILLE,LUXEMBOURG,WALLONIE,31.0,31.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1155,1050,APARTMENT,APARTMENT,796150.0,3,154.0,0,0,0,1,10.0,0,,,,0,AS_NEW,Ixelles,Non,IXELLES,BRUXELLES,BRUXELLES,10.0,10.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1156,1050,HOUSE,MANSION,1150000.0,5,432.0,1,0,0,1,80.0,1,38.0,162.0,2.0,0,AS_NEW,Ixelles,Non,IXELLES,BRUXELLES,BRUXELLES,80.0,80.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1157,8530,HOUSE,HOUSE,282000.0,3,130.0,0,0,0,0,,0,,311.0,2.0,0,AS_NEW,Harelbeke,Non,HARELBEKE,FLANDRE-OCCIDENTALE,VLAANDEREN,16.0,16.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1158,1160,HOUSE,HOUSE,950000.0,6,420.0,1,0,0,1,12.0,1,230.0,355.0,2.0,0,GOOD,Auderghem,Non,AUDERGHEM,BRUXELLES,BRUXELLES,12.0,12.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1159,7700,HOUSE,HOUSE,179000.0,3,115.0,1,0,0,1,7.0,1,115.0,185.0,3.0,0,JUST_RENOVATED,Mouscron,Non,MOUSCRON,HAINAUT,WALLONIE,7.0,7.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1160,8380,HOUSE,HOUSE,398500.0,3,188.0,0,0,0,1,,0,,354.0,,0,AS_NEW,Dudzele,Oui,BRUGGE,FLANDRE-OCCIDENTALE,VLAANDEREN,16.0,16.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1161,8770,HOUSE,HOUSE,250000.0,3,170.0,0,0,0,0,,0,,270.0,,0,,Ingelmunster,Non,INGELMUNSTER,FLANDRE-OCCIDENTALE,VLAANDEREN,16.0,16.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1162,1180,APARTMENT,APARTMENT,309500.0,2,87.0,1,0,0,1,6.0,0,,,2.0,0,,Uccle,Non,UCCLE,BRUXELLES,BRUXELLES,6.0,6.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1163,8200,APARTMENT,APARTMENT,359000.0,2,104.0,1,0,0,1,,0,,,2.0,0,GOOD,Sint-Andries,Oui,BRUGGE,FLANDRE-OCCIDENTALE,VLAANDEREN,16.0,16.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1164,4540,HOUSE,HOUSE,139500.0,3,120.0,0,0,0,1,,1,160.0,256.0,2.0,0,TO_RENOVATE,Amay,Non,AMAY,LIEGE,WALLONIE,16.0,16.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1165,8520,HOUSE,HOUSE,277000.0,3,155.0,0,0,0,0,,0,,388.0,3.0,0,GOOD,Kuurne,Non,KUURNE,FLANDRE-OCCIDENTALE,VLAANDEREN,16.0,16.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1166,9200,APARTMENT,APARTMENT,195000.0,1,65.0,1,0,0,1,8.0,0,,,,0,AS_NEW,Dendermonde,Non,DENDERMONDE,FLANDRE-ORIENTALE,VLAANDEREN,8.0,8.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1167,9000,APARTMENT,APARTMENT,493476.0,3,129.0,1,0,0,1,46.0,0,,,3.0,0,AS_NEW,Gent,Non,GENT,FLANDRE-ORIENTALE,VLAANDEREN,46.0,46.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1168,8340,HOUSE,HOUSE,658000.0,3,201.0,0,0,0,0,,1,,2080.0,,0,AS_NEW,Damme,Non,DAMME,FLANDRE-OCCIDENTALE,VLAANDEREN,16.0,200.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1169,8900,APARTMENT,APARTMENT,265000.0,2,93.0,1,0,0,1,17.0,0,,,,0,AS_NEW,Ieper,Non,IEPER,FLANDRE-OCCIDENTALE,VLAANDEREN,17.0,17.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1170,6440,HOUSE,VILLA,265600.0,4,120.0,0,1,0,1,30.0,0,,114.0,4.0,0,,Froidchapelle,Non,FROIDCHAPELLE,HAINAUT,WALLONIE,30.0,30.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1171,9991,APARTMENT,APARTMENT,234000.0,1,85.0,1,0,0,0,,1,30.0,,2.0,0,AS_NEW,Adegem,Oui,MALDEGEM,FLANDRE-ORIENTALE,VLAANDEREN,16.0,16.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1172,7700,HOUSE,HOUSE,269000.0,3,142.0,1,0,0,0,,0,,775.0,4.0,0,TO_RENOVATE,Mouscron,Non,MOUSCRON,HAINAUT,WALLONIE,16.0,16.0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1173,6040,HOUSE,HOUSE,215000.0,3,300.0,1,0,0,1,50.0,0,,200.0,2.0,0,AS_NEW,Jumet,Oui,CHARLEROI,HAINAUT,WALLONIE,50.0,50.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1174,7940,HOUSE,HOUSE,315000.0,2,371.0,1,0,0,1,,0,,0.0,3.0,0,GOOD,Brugelette,Non,BRUGELETTE,HAINAUT,WALLONIE,16.0,16.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1175,1000,APARTMENT,APARTMENT,285000.0,2,75.0,1,0,0,1,3.0,0,,,2.0,0,GOOD,Bruxelles,Non,BRUXELLES,BRUXELLES,BRUXELLES,3.0,3.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1176,7608,HOUSE,EXCEPTIONAL_PROPERTY,690000.0,6,370.0,0,1,1,1,150.0,1,,23835.0,4.0,0,JUST_RENOVATED,Wiers,Oui,PÉRUWELZ,HAINAUT,WALLONIE,150.0,200.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
